type,x,y,cluster
point,129,913,37
point,630,659,8
point,272,389,11
point,558,583,8
point,469,379,30
point,921,982,12
point,996,28,33
point,844,637,40
point,590,954,15
point,229,61,21
point,48,841,32
point,86,804,32
point,533,509,44
point,656,720,29
point,411,252,34
point,607,428,44
point,109,24,47
point,60,55,47
point,495,458,44
point,953,333,9
point,228,762,20
point,782,781,19
point,824,169,0
point,608,697,8
point,81,930,37
point,62,229,1
point,91,617,48
point,150,864,32
point,42,577,48
point,29,49,47
point,968,305,9
point,48,505,45
point,70,695,43
point,470,715,27
point,365,154,18
point,654,912,10
point,260,785,20
point,979,576,40
point,932,162,22
point,619,245,17
point,781,398,39
point,853,294,9
point,540,660,8
point,812,336,39
point,474,684,31
point,344,701,16
point,13,231,1
point,903,870,35
point,595,971,15
point,203,340,5
point,51,532,48
point,197,589,46
point,467,483,44
point,277,736,20
point,369,972,41
point,161,553,46
point,267,137,18
point,687,242,17
point,749,502,4
point,717,904,10
point,978,303,9
point,571,896,15
point,21,349,24
point,931,161,22
point,313,731,16
point,741,984,10
point,765,717,19
point,701,501,4
point,538,440,44
point,269,488,11
point,758,369,39
point,242,812,20
point,492,611,31
point,516,881,15
point,424,968,41
point,601,172,17
point,187,84,21
point,723,4,6
point,697,144,17
point,715,879,10
point,439,872,41
point,108,69,47
point,354,671,16
point,989,777,35
point,994,841,35
point,901,51,33
point,511,66,38
point,645,138,17
point,982,15,33
point,408,450,25
point,773,807,23
point,720,283,0
point,946,812,35
point,628,630,8
point,623,163,17
point,983,391,9
point,589,858,36
point,805,688,19
point,786,103,6
point,834,551,2
point,205,213,13
point,310,896,41
point,17,218,1
point,525,122,38
point,386,433,25
point,100,590,48
point,381,198,18
point,972,382,9
point,303,206,18
point,960,847,35
point,299,955,7
point,56,9,47
point,540,855,15
point,360,275,14
point,888,244,22
point,504,643,31
point,614,568,8
point,226,511,11
point,893,632,40
point,120,822,32
point,737,324,39
point,475,772,27
point,552,875,15
point,398,97,49
point,834,6,33
point,169,279,5
point,130,671,43
point,92,312,5
point,771,660,29
point,982,364,9
point,412,847,41
point,840,271,0
point,669,270,42
point,768,829,23
point,213,552,46
point,16,744,43
point,547,728,27
point,750,540,2
point,374,728,16
point,132,650,43
point,833,98,33
point,375,229,18
point,274,516,11
point,321,445,25
point,757,614,2
point,532,187,34
point,114,418,45
point,692,883,10
point,767,7,6
point,749,572,2
point,877,1,33
point,814,847,23
point,842,416,39
point,623,425,4
point,866,114,33
point,908,471,26
point,532,905,15
point,63,682,43
point,347,514,25
point,839,897,23
point,205,881,7
point,440,985,41
point,523,997,15
point,534,690,8
point,638,438,4
point,36,609,48
point,197,758,20
point,471,827,27
point,56,936,37
point,72,338,24
point,716,301,0
point,29,593,48
point,92,359,5
point,512,523,44
point,112,908,37
point,904,869,35
point,959,247,22
point,15,428,24
point,998,776,35
point,651,881,10
point,211,363,5
point,28,65,47
point,948,868,35
point,789,715,19
point,518,113,38
point,180,478,11
point,246,516,11
point,238,879,7
point,626,560,4
point,711,13,6
point,664,892,10
point,205,241,28
point,518,706,27
point,698,899,10
point,139,955,37
point,479,510,44
point,90,925,37
point,851,480,26
point,777,981,10
point,738,202,0
point,962,277,9
point,180,904,7
point,750,782,23
point,329,51,49
point,449,206,34
point,82,766,32
point,109,369,5
point,545,601,8
point,29,495,45
point,617,275,42
point,83,139,47
point,660,419,4
point,238,53,21
point,534,534,44
point,183,455,11
point,34,479,45
point,909,53,33
point,624,315,42
point,489,968,15
point,46,154,1
point,957,784,35
point,926,500,26
point,268,114,21
point,4,405,24
point,23,952,37
point,75,980,37
point,754,482,4
point,16,6,47
point,180,267,28
point,765,324,39
point,782,11,6
point,174,959,7
point,678,782,36
point,809,336,39
point,219,567,46
point,631,39,38
point,592,11,38
point,952,839,35
point,740,426,39
point,827,389,39
point,533,703,8
point,541,854,15
point,254,498,11
point,464,382,30
point,500,629,31
point,3,107,47
point,759,774,19
point,0,146,1
point,986,2,33
point,539,711,8
point,921,880,12
point,341,410,14
point,511,116,38
point,237,450,11
point,459,691,31
point,743,450,39
point,2,350,24
point,849,644,40
point,571,816,36
point,432,435,30
point,282,228,28
point,701,765,29
point,529,238,34
point,874,489,26
point,900,295,9
point,540,94,38
point,634,116,17
point,782,523,2
point,907,190,22
point,319,441,25
point,391,965,41
point,436,610,31
point,795,362,39
point,512,304,30
point,716,799,36
point,901,586,40
point,320,32,21
point,213,371,5
point,300,280,28
point,323,656,16
point,758,762,19
point,364,710,16
point,813,453,39
point,295,519,25
point,71,767,32
point,905,398,9
point,478,692,31
point,426,94,49
point,361,631,16
point,199,780,20
point,997,318,9
point,784,191,0
point,330,955,41
point,989,644,40
point,885,497,26
point,122,537,45
point,55,651,43
point,904,579,40
point,103,451,45
point,606,961,15
point,566,745,36
point,648,929,10
point,853,998,12
point,231,572,46
point,344,807,3
point,941,646,40
point,222,526,11
point,347,199,18
point,587,142,17
point,931,456,26
point,141,849,32
point,91,480,45
point,662,984,10
point,1,789,32
point,120,680,43
point,148,476,45
point,885,467,26
point,836,523,2
point,894,120,33
point,46,595,48
point,553,29,38
point,861,626,40
point,892,455,26
point,827,270,0
point,273,997,7
point,843,681,19
point,808,241,0
point,470,577,31
point,169,749,20
point,793,679,19
point,943,812,35
point,845,335,9
point,537,894,15
point,397,147,18
point,761,524,2
point,944,901,12
point,989,773,35
point,873,974,12
point,153,180,13
point,87,293,5
point,729,723,29
point,44,633,48
point,411,913,41
point,887,838,35
point,175,925,7
point,601,748,36
point,852,294,9
point,635,198,17
point,817,137,0
point,230,487,11
point,795,76,6
point,949,332,9
point,481,192,34
point,936,107,33
point,979,607,40
point,858,357,9
point,692,278,42
point,425,285,14
point,947,180,22
point,461,944,41
point,109,992,37
point,260,427,11
point,641,853,36
point,470,610,31
point,147,940,37
point,560,922,15
point,544,194,34
point,739,506,4
point,83,863,32
point,370,289,14
point,759,94,6
point,770,111,6
point,427,130,49
point,544,240,34
point,136,890,37
point,156,345,5
point,905,998,12
point,786,592,2
point,611,48,38
point,609,833,36
point,400,639,16
point,983,937,12
point,517,835,27
point,673,517,4
point,537,512,44
point,290,262,28
point,985,605,40
point,134,705,43
point,55,18,47
point,245,764,20
point,637,394,42
point,262,316,28
point,123,732,43
point,663,841,36
point,944,868,35
point,821,557,2
point,934,32,33
point,693,326,42
point,677,493,4
point,72,696,43
point,652,621,8
point,136,401,5
point,951,574,40
point,373,728,16
point,390,555,25
point,615,28,38
point,474,416,30
point,202,454,11
point,617,569,8
point,842,597,2
point,34,792,32
point,933,63,33
point,416,697,16
point,118,87,47
point,274,994,7
point,736,347,39
point,57,888,37
point,524,325,30
point,908,452,26
point,185,782,20
point,397,809,3
point,732,346,39
point,265,588,46
point,523,662,8
point,335,734,16
point,842,717,19
point,59,980,37
point,499,306,30
point,304,765,3
point,11,6,47
point,489,548,31
point,529,528,44
point,992,696,40
point,859,874,23
point,597,110,38
point,511,962,15
point,864,81,33
point,903,638,40
point,731,617,29
point,766,669,29
point,772,620,2
point,456,92,49
point,769,219,0
point,103,210,1
point,714,503,4
point,684,370,42
point,122,734,43
point,922,248,22
point,137,196,13
point,817,733,19
point,488,735,27
point,436,80,49
point,244,275,28
point,759,11,6
point,466,687,31
point,343,473,25
point,441,408,30
point,930,845,35
point,265,636,46
point,703,647,29
point,345,410,14
point,614,676,8
point,374,839,3
point,565,518,44
point,27,475,45
point,627,496,4
point,655,132,17
point,418,190,34
point,523,962,15
point,494,925,15
point,290,101,21
point,343,8,49
point,385,141,18
point,601,745,36
point,712,373,39
point,723,543,4
point,112,500,45
point,260,307,28
point,218,963,7
point,569,99,38
point,241,97,21
point,932,90,33
point,237,566,46
point,794,510,2
point,985,450,26
point,915,105,33
point,79,523,45
point,770,754,19
point,814,732,19
point,260,482,11
point,266,504,11
point,898,468,26
point,34,319,24
point,564,225,34
point,122,254,1
point,488,411,30
point,483,102,38
point,308,469,25
point,908,25,33
point,127,643,43
point,735,456,4
point,76,938,37
point,212,271,28
point,743,130,6
point,700,489,4
point,452,918,41
point,119,112,47
point,703,106,6
point,82,294,1
point,462,5,49
point,328,592,16
point,419,659,31
point,772,250,0
point,203,429,11
point,975,632,40
point,360,231,18
point,532,190,34
point,338,906,41
point,130,393,5
point,835,316,39
point,944,922,12
point,411,841,3
point,355,244,18
point,32,524,48
point,77,497,45
point,229,159,13
point,714,463,4
point,240,269,28
point,616,960,15
point,812,761,19
point,272,791,3
point,680,677,29
point,591,52,38
point,424,208,34
point,625,677,8
point,616,568,8
point,12,253,1
point,358,798,3
point,481,94,38
point,223,86,21
point,225,39,21
point,958,204,22
point,426,109,49
point,470,145,34
point,444,700,27
point,924,291,9
point,389,637,16
point,362,906,41
point,292,862,3
point,125,149,13
point,689,202,17
point,968,288,9
point,889,41,33
point,676,397,42
point,636,446,4
point,904,849,35
point,141,44,47
point,455,173,34
point,528,425,44
point,934,165,22
point,352,999,41
point,355,27,49
point,595,776,36
point,67,57,47
point,769,225,0
point,995,159,22
point,747,883,23
point,989,437,26
point,25,774,32
point,566,403,42
point,233,588,46
point,719,216,0
point,260,975,7
point,520,703,27
point,234,604,46
point,283,977,7
point,995,967,12
point,114,318,5
point,260,764,20
point,284,399,11
point,477,241,34
point,134,233,13
point,73,337,24
point,432,97,49
point,768,176,0
point,860,533,2
point,119,354,5
point,505,682,31
point,299,443,11
point,757,824,23
point,44,672,43
point,883,65,33
point,535,902,15
point,177,21,21
point,269,298,28
point,415,757,27
point,265,895,7
point,74,614,48
point,470,650,31
point,268,310,28
point,479,272,34
point,663,786,36
point,846,540,2
point,590,584,8
point,606,917,15
point,193,132,13
point,981,508,26
point,576,892,15
point,613,314,42
point,522,370,30
point,370,831,3
point,674,322,42
point,307,515,25
point,766,698,19
point,133,698,43
point,596,984,15
point,302,117,18
point,278,969,7
point,453,895,41
point,780,565,2
point,745,2,6
point,996,844,35
point,176,593,46
point,685,55,6
point,708,663,29
point,501,700,27
point,331,685,16
point,261,858,7
point,123,309,5
point,321,239,18
point,728,671,29
point,207,587,46
point,953,668,40
point,879,450,26
point,720,718,29
point,84,535,45
point,142,573,46
point,404,237,34
point,978,376,9
point,536,552,44
point,496,301,30
point,898,719,19
point,105,112,47
point,832,548,2
point,984,365,9
point,153,723,20
point,259,491,11
point,766,606,2
point,673,747,29
point,817,613,2
point,541,416,44
point,99,425,45
point,955,993,12
point,278,479,11
point,185,242,13
point,614,503,4
point,145,973,37
point,83,622,48
point,872,94,33
point,839,533,2
point,386,337,14
point,28,461,45
point,691,797,36
point,398,205,18
point,923,20,33
point,38,899,37
point,913,435,26
point,794,345,39
point,362,724,16
point,593,735,36
point,703,113,6
point,702,472,4
point,96,681,43
point,618,752,36
point,341,154,18
point,960,197,22
point,607,105,38
point,577,174,17
point,37,524,48
point,143,308,5
point,61,919,37
point,965,89,33
point,544,127,38
point,893,361,9
point,303,810,3
point,666,118,17
point,322,195,18
point,125,111,47
point,375,303,14
point,821,597,2
point,135,604,46
point,202,540,46
point,877,606,40
point,120,237,13
point,384,959,41
point,756,341,39
point,773,575,2
point,421,5,49
point,908,277,9
point,668,12,6
point,301,387,14
point,94,839,32
point,201,954,7
point,898,503,26
point,305,390,14
point,30,842,32
point,815,259,0
point,262,57,21
point,913,394,9
point,387,662,16
point,833,202,0
point,379,85,49
point,402,185,18
point,924,877,35
point,62,355,24
point,900,668,40
point,321,115,18
point,298,149,18
point,456,474,44
point,673,334,42
point,965,160,22
point,616,23,38
point,412,799,27
point,942,356,9
point,254,968,7
point,95,480,45
point,607,866,36
point,983,806,35
point,413,731,27
point,327,107,18
point,178,809,20
point,808,424,39
point,426,13,49
point,768,500,2
point,761,172,0
point,796,484,2
point,960,589,40
point,580,465,44
point,219,155,13
point,336,45,49
point,735,129,6
point,671,17,6
point,577,585,8
point,49,25,47
point,137,553,45
point,35,975,37
point,917,828,35
point,347,555,25
point,393,618,16
point,269,786,3
point,968,383,9
point,285,908,7
point,584,263,42
point,543,642,8
point,871,549,2
point,195,101,21
point,582,566,8
point,352,728,16
point,591,920,15
point,902,220,22
point,240,335,28
point,497,448,44
point,911,713,40
point,919,614,40
point,41,575,48
point,982,195,22
point,215,973,7
point,778,355,39
point,49,410,24
point,157,401,5
point,401,296,14
point,233,242,28
point,812,665,19
point,778,821,23
point,93,960,37
point,823,915,23
point,121,249,1
point,503,611,31
point,376,61,49
point,979,371,9
point,892,978,12
point,43,208,1
point,570,33,38
point,746,504,4
point,317,851,3
point,599,558,8
point,272,25,21
point,266,42,21
point,381,970,41
point,241,760,20
point,197,81,21
point,338,309,14
point,605,643,8
point,766,787,23
point,608,567,8
point,67,424,24
point,746,381,39
point,965,683,40
point,786,760,19
point,438,596,31
point,364,697,16
point,537,952,15
point,451,785,27
point,806,321,39
point,240,937,7
point,53,441,45
point,60,810,32
point,330,563,25
point,975,26,33
point,577,954,15
point,5,964,37
point,8,873,32
point,75,102,47
point,293,272,28
point,725,964,10
point,536,924,15
point,152,602,46
point,504,917,15
point,756,523,2
point,956,401,9
point,956,468,26
point,473,87,49
point,831,421,39
point,65,266,1
point,776,706,19
point,968,825,35
point,901,747,35
point,506,502,44
point,703,602,29
point,386,651,16
point,432,306,30
point,900,808,35
point,228,78,21
point,762,108,6
point,390,482,25
point,38,224,1
point,480,455,44
point,986,967,12
point,423,474,25
point,469,29,49
point,359,942,41
point,138,49,47
point,903,33,33
point,972,970,12
point,626,169,17
point,780,327,39
point,349,629,16
point,746,500,4
point,570,560,44
point,948,871,35
point,806,373,39
point,836,676,19
point,871,337,9
point,552,926,15
point,139,975,37
point,860,167,22
point,337,292,14
point,188,759,20
point,814,775,19
point,843,265,0
point,398,836,3
point,376,883,41
point,252,721,20
point,812,41,6
point,400,131,49
point,980,192,22
point,873,615,40
point,392,915,41
point,24,877,32
point,761,180,0
point,219,579,46
point,141,611,46
point,199,496,11
point,630,801,36
point,594,895,15
point,896,811,35
point,701,819,36
point,817,378,39
point,182,768,20
point,372,96,49
point,622,825,36
point,143,241,13
point,439,435,30
point,126,354,5
point,789,317,39
point,944,931,12
point,898,637,40
point,343,350,14
point,990,504,26
point,314,475,25
point,105,36,47
point,534,501,44
point,134,35,47
point,202,454,11
point,524,242,34
point,817,994,12
point,506,361,30
point,346,61,49
point,699,288,42
point,213,350,5
point,563,943,15
point,646,714,29
point,918,758,35
point,116,385,5
point,820,593,2
point,52,687,43
point,681,913,10
point,81,13,47
point,891,619,40
point,911,165,22
point,369,925,41
point,502,941,15
point,512,334,30
point,116,346,5
point,338,940,41
point,830,49,33
point,369,385,14
point,845,400,39
point,743,672,29
point,569,127,38
point,715,359,39
point,859,748,19
point,602,521,44
point,447,549,31
point,900,344,9
point,664,168,17
point,764,65,6
point,767,484,2
point,65,253,1
point,382,527,25
point,486,718,27
point,314,937,41
point,224,169,13
point,75,77,47
point,283,173,18
point,783,715,19
point,134,358,5
point,108,868,32
point,447,245,34
point,970,409,9
point,200,783,20
point,361,958,41
point,722,637,29
point,914,947,12
point,682,210,17
point,399,52,49
point,934,345,9
point,667,363,42
point,628,801,36
point,468,574,31
point,286,789,3
point,233,737,20
point,423,306,14
point,951,287,9
point,387,937,41
point,47,695,43
point,635,830,36
point,996,872,35
point,231,611,46
point,883,93,33
point,971,430,26
point,59,247,1
point,864,860,23
point,503,436,44
point,524,1,38
point,980,760,35
point,393,795,3
point,25,673,43
point,616,762,36
point,999,17,33
point,824,710,19
point,193,44,21
point,885,607,40
point,796,706,19
point,666,541,4
point,742,22,6
point,516,0,38
point,319,112,18
point,390,182,18
point,326,154,18
point,992,798,35
point,180,35,21
point,453,594,31
point,829,860,23
point,174,11,21
point,877,23,33
point,454,330,30
point,550,940,15
point,941,296,9
point,945,133,22
point,271,316,28
point,245,93,21
point,35,317,24
point,955,69,33
point,410,23,49
point,64,141,47
point,717,244,0
point,684,85,6
point,914,694,40
point,494,930,15
point,50,988,37
point,168,397,5
point,895,392,9
point,794,340,39
point,337,847,3
point,34,658,43
point,828,969,12
point,74,962,37
point,784,893,23
point,582,551,44
point,409,409,30
point,994,20,33
point,220,639,46
point,348,496,25
point,233,871,7
point,730,645,29
point,751,250,0
point,53,520,45
point,287,180,18
point,769,416,39
point,251,745,20
point,103,833,32
point,788,800,23
point,950,544,26
point,4,192,1
point,297,483,11
point,682,148,17
point,884,992,12
point,802,539,2
point,154,750,20
point,814,784,19
point,861,486,26
point,873,996,12
point,322,712,16
point,17,411,24
point,955,124,22
point,757,322,39
point,127,616,48
point,787,517,2
point,969,584,40
point,191,590,46
point,78,974,37
point,172,220,13
point,396,87,49
point,378,578,25
point,491,573,31
point,530,896,15
point,45,261,1
point,673,441,4
point,144,786,20
point,897,587,40
point,387,886,41
point,639,435,4
point,474,346,30
point,163,936,7
point,787,893,23
point,902,400,9
point,366,914,41
point,410,613,31
point,547,521,44
point,675,186,17
point,982,953,12
point,212,685,20
point,742,75,6
point,406,911,41
point,216,815,20
point,243,595,46
point,630,624,8
point,30,76,47
point,372,859,3
point,165,975,7
point,508,564,31
point,991,627,40
point,182,728,20
point,976,595,40
point,932,416,26
point,623,435,4
point,744,788,23
point,553,742,27
point,617,547,4
point,502,266,34
point,528,566,44
point,490,57,38
point,383,849,3
point,436,547,31
point,476,627,31
point,548,458,44
point,689,806,36
point,27,235,1
point,25,155,1
point,589,838,36
point,167,240,13
point,481,427,30
point,44,731,43
point,369,848,3
point,860,34,33
point,138,868,32
point,498,736,27
point,6,754,43
point,519,113,38
point,710,474,4
point,785,431,39
point,144,871,32
point,935,164,22
point,23,404,24
point,969,857,35
point,385,364,14
point,598,633,8
point,863,656,40
point,371,237,18
point,893,912,12
point,361,487,25
point,843,587,2
point,509,255,34
point,459,627,31
point,826,621,2
point,204,66,21
point,637,142,17
point,318,336,14
point,673,688,29
point,779,443,39
point,222,73,21
point,511,564,31
point,71,858,32
point,172,929,7
point,698,181,17
point,105,501,45
point,952,102,33
point,171,573,46
point,166,878,7
point,138,602,46
point,656,296,42
point,230,422,11
point,91,3,47
point,760,642,29
point,43,41,47
point,98,3,47
point,557,331,42
point,461,8,49
point,485,911,15
point,561,445,44
point,461,599,31
point,448,86,49
point,588,928,15
point,735,192,0
point,675,199,17
point,476,713,27
point,473,228,34
point,991,629,40
point,839,253,0
point,885,269,9
point,847,730,19
point,224,445,11
point,4,432,24
point,566,561,44
point,233,266,28
point,746,181,0
point,484,700,27
point,89,457,45
point,149,88,47
point,39,861,32
point,271,307,28
point,949,152,22
point,699,664,29
point,598,578,8
point,7,360,24
point,501,510,44
point,609,912,15
point,878,391,9
point,55,836,32
point,95,61,47
point,318,168,18
point,368,905,41
point,958,214,22
point,703,669,29
point,456,784,27
point,280,907,7
point,499,407,30
point,986,875,35
point,621,244,17
point,637,313,42
point,612,936,15
point,584,450,44
point,84,601,48
point,873,158,22
point,897,388,9
point,126,295,5
point,936,558,26
point,22,694,43
point,633,848,36
point,232,953,7
point,994,660,40
point,475,878,15
point,661,258,17
point,91,953,37
point,196,541,46
point,884,750,19
point,212,759,20
point,589,597,8
point,235,19,21
point,855,105,33
point,473,110,49
point,43,771,32
point,664,122,17
point,708,793,36
point,478,308,30
point,621,710,8
point,880,522,26
point,945,348,9
point,416,750,27
point,28,780,32
point,333,757,3
point,244,216,28
point,165,101,13
point,697,950,10
point,444,280,34
point,110,402,5
point,746,93,6
point,919,224,22
point,149,325,5
point,190,164,13
point,140,578,46
point,331,329,14
point,131,95,47
point,35,342,24
point,133,89,47
point,378,648,16
point,707,718,29
point,898,499,26
point,627,914,10
point,109,348,5
point,783,928,23
point,235,246,28
point,224,188,13
point,665,760,36
point,653,431,4
point,102,691,43
point,265,471,11
point,495,120,38
point,689,439,4
point,818,236,0
point,284,898,7
point,170,767,20
point,355,433,25
point,611,182,17
point,882,836,35
point,218,38,21
point,401,992,41
point,956,758,35
point,210,87,21
point,486,618,31
point,69,254,1
point,176,826,20
point,652,770,36
point,653,674,29
point,93,900,37
point,328,557,25
point,232,565,46
point,412,83,49
point,427,816,27
point,686,314,42
point,213,672,46
point,361,416,14
point,233,654,46
point,453,678,31
point,374,256,14
point,363,928,41
point,171,207,13
point,725,608,29
point,732,509,4
point,855,214,0
point,321,138,18
point,719,43,6
point,297,627,16
point,174,987,7
point,104,809,32
point,470,988,15
point,504,344,30
point,151,655,46
point,266,280,28
point,146,291,5
point,913,482,26
point,181,369,5
point,880,614,40
point,738,875,23
point,623,666,8
point,811,394,39
point,785,329,39
point,276,972,7
point,620,242,17
point,535,605,8
point,936,406,9
point,943,12,33
point,329,904,41
point,378,527,25
point,259,50,21
point,254,592,46
point,121,991,37
point,243,780,20
point,955,379,9
point,952,191,22
point,481,775,27
point,332,790,3
point,997,814,35
point,817,815,23
point,592,65,38
point,35,864,32
point,223,101,21
point,752,276,0
point,490,359,30
point,628,711,8
point,590,235,17
point,715,542,4
point,552,610,8
point,505,674,31
point,640,161,17
point,729,45,6
point,934,896,12
point,370,356,14
point,217,399,11
point,619,179,17
point,537,380,30
point,420,541,25
point,386,713,16
point,834,676,19
point,29,154,1
point,185,621,46
point,600,39,38
point,645,427,4
point,703,914,10
point,425,575,31
point,28,527,48
point,817,829,23
point,576,821,36
point,152,114,13
point,563,804,36
point,158,525,45
point,499,184,34
point,322,231,18
point,828,24,33
point,741,449,39
point,547,646,8
point,21,261,1
point,355,675,16
point,613,646,8
point,96,219,1
point,402,211,18
point,709,677,29
point,643,960,10
point,858,980,12
point,869,714,19
point,147,504,45
point,707,690,29
point,3,255,1
point,749,568,2
point,783,789,23
point,221,148,13
point,497,678,31
point,864,301,9
point,883,202,22
point,407,871,41
point,86,573,48
point,250,370,28
point,679,386,42
point,764,338,39
point,145,132,13
point,976,565,40
point,663,245,17
point,833,634,2
point,615,865,36
point,639,537,4
point,449,114,49
point,773,900,23
point,592,398,42
point,423,984,41
point,664,172,17
point,82,246,1
point,918,265,22
point,962,782,35
point,759,3,6
point,59,623,48
point,614,643,8
point,249,615,46
point,206,850,7
point,436,361,30
point,349,819,3
point,859,680,19
point,871,229,22
point,899,23,33
point,470,776,27
point,575,305,42
point,440,991,41
point,202,660,46
point,289,417,11
point,131,488,45
point,599,91,38
point,329,104,18
point,732,885,10
point,19,668,43
point,684,577,4
point,968,169,22
point,191,510,11
point,656,806,36
point,853,171,22
point,365,439,25
point,763,588,2
point,689,644,29
point,377,603,16
point,311,243,18
point,822,727,19
point,491,495,44
point,279,193,18
point,47,462,45
point,787,911,23
point,805,778,19
point,67,807,32
point,489,700,27
point,674,143,17
point,109,745,43
point,128,299,5
point,768,554,2
point,968,589,40
point,425,514,25
point,524,310,30
point,494,547,44
point,713,835,23
point,427,261,34
point,511,865,15
point,324,41,49
point,346,740,3
point,694,115,6
point,795,432,39
point,405,59,49
point,300,619,16
point,335,194,18
point,608,880,36
point,899,359,9
point,807,876,23
point,230,756,20
point,123,403,5
point,810,927,23
point,445,446,30
point,918,201,22
point,9,564,48
point,474,922,15
point,10,613,48
point,362,258,14
point,448,407,30
point,350,551,25
point,296,230,18
point,399,815,3
point,401,696,16
point,448,942,41
point,298,706,16
point,130,716,43
point,329,423,25
point,965,413,26
point,920,501,26
point,821,91,33
point,759,802,23
point,71,851,32
point,16,744,43
point,861,130,33
point,572,484,44
point,631,125,17
point,686,889,10
point,879,536,26
point,610,298,42
point,401,771,27
point,444,76,49
point,879,234,22
point,637,656,8
point,635,886,36
point,390,714,16
point,153,275,5
point,127,337,5
point,3,303,24
point,726,484,4
point,219,340,28
point,202,745,20
point,631,888,36
point,5,13,47
point,106,182,13
point,56,332,24
point,932,341,9
point,421,708,27
point,615,5,38
point,560,781,36
point,593,838,36
point,530,227,34
point,793,649,19
point,250,727,20
point,567,270,42
point,413,459,25
point,366,533,25
point,160,296,5
point,431,227,34
point,195,722,20
point,226,184,13
point,888,793,35
point,805,514,2
point,537,41,38
point,678,227,17
point,352,760,3
point,155,967,7
point,963,386,9
point,790,494,2
point,935,666,40
point,82,908,37
point,701,111,6
point,249,0,21
point,921,672,40
point,125,14,47
point,132,161,13
point,392,796,3
point,670,8,6
point,19,148,1
point,629,415,42
point,537,862,15
point,357,536,25
point,390,256,14
point,610,315,42
point,717,466,4
point,977,567,40
point,381,253,14
point,644,124,17
point,655,403,42
point,414,498,25
point,283,856,3
point,378,504,25
point,2,297,1
point,333,271,14
point,54,815,32
point,620,354,42
point,260,254,28
point,95,373,24
point,882,407,9
point,39,14,47
point,595,383,42
point,521,295,34
point,933,960,12
point,589,595,8
point,577,622,8
point,277,98,21
point,824,517,2
point,308,755,3
point,288,644,16
point,60,335,24
point,937,212,22
point,625,445,4
point,571,872,15
point,694,415,4
point,592,332,42
point,511,386,30
point,767,232,0
point,927,803,35
point,670,826,36
point,584,97,38
point,188,249,28
point,574,582,8
point,445,849,27
point,130,531,45
point,851,191,0
point,490,173,34
point,896,436,26
point,209,840,7
point,817,529,2
point,607,955,15
point,310,190,18
point,980,609,40
point,312,597,16
point,492,662,31
point,44,803,32
point,245,104,21
point,634,641,8
point,208,877,7
point,56,532,48
point,816,985,12
point,622,965,10
point,491,596,31
point,212,676,46
point,333,785,3
point,870,439,26
point,146,751,20
point,827,511,2
point,39,678,43
point,4,339,24
point,542,186,34
point,336,299,14
point,768,700,19
point,461,935,41
point,352,981,41
point,413,764,27
point,900,30,33
point,519,184,34
point,611,560,8
point,107,4,47
point,43,244,1
point,812,561,2
point,671,769,36
point,223,4,21
point,141,711,43
point,448,274,34
point,714,500,4
point,260,6,21
point,237,349,28
point,769,88,6
point,34,635,48
point,383,916,41
point,232,399,11
point,542,836,15
point,612,102,38
point,12,815,32
point,964,670,40
point,531,624,8
point,447,299,30
point,174,567,46
point,812,360,39
point,592,704,8
point,595,269,42
point,471,844,27
point,134,997,37
point,307,157,18
point,49,776,32
point,842,761,19
point,910,120,33
point,638,141,17
point,366,514,25
point,878,955,12
point,982,685,40
point,649,513,4
point,622,673,8
point,644,401,42
point,300,53,21
point,123,650,43
point,484,867,15
point,371,470,25
point,702,565,4
point,797,654,19
point,475,577,31
point,14,793,32
point,798,215,0
point,68,902,37
point,665,486,4
point,188,432,11
point,275,911,7
point,574,809,36
point,34,879,32
point,341,864,3
point,524,789,27
point,563,631,8
point,113,590,48
point,988,889,35
point,311,852,3
point,966,632,40
point,584,254,42
point,449,626,31
point,473,1,49
point,763,66,6
point,854,727,19
point,923,407,9
point,788,244,0
point,771,179,0
point,286,287,28
point,879,73,33
point,138,670,43
point,668,161,17
point,737,302,0
point,107,569,48
point,405,853,41
point,256,552,46
point,410,466,25
point,234,848,7
point,267,59,21
point,0,144,1
point,681,236,17
point,44,342,24
point,72,409,24
point,785,623,2
point,954,707,40
point,315,13,21
point,969,182,22
point,650,567,4
point,157,199,13
point,650,723,29
point,762,393,39
point,228,418,11
point,152,785,20
point,519,352,30
point,934,22,33
point,318,866,3
point,554,538,44
point,526,147,34
point,833,293,0
point,966,477,26
point,195,722,20
point,379,654,16
point,834,811,23
point,240,529,11
point,22,913,37
point,477,279,34
point,764,225,0
point,237,597,46
point,606,167,17
point,486,408,30
point,230,296,28
point,784,46,6
point,222,405,11
point,421,250,34
point,565,385,42
point,365,290,14
point,878,191,22
point,947,543,26
point,503,845,27
point,297,366,14
point,618,582,8
point,654,965,10
point,451,347,30
point,417,451,25
point,472,309,30
point,376,648,16
point,223,454,11
point,36,153,1
point,143,755,20
point,591,254,42
point,351,503,25
point,191,243,28
point,515,278,34
point,792,177,0
point,958,955,12
point,797,533,2
point,388,376,14
point,596,340,42
point,3,381,24
point,216,306,28
point,601,472,44
point,966,281,9
point,986,980,12
point,505,920,15
point,574,306,42
point,131,254,13
point,383,899,41
point,630,544,4
point,321,514,25
point,739,391,39
point,309,259,28
point,202,273,28
point,451,377,30
